p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PEMT	1.148563835316e-15	-0.0430240118838236	0.089	0.114	3.9876987798336e-11
PERP	0	0.538453308131059	0.823	0.682	0
PEX11B	5.22250093826106e-12	0.030788696497374	0.122	0.097	1.81320010075486e-07
PEX13	2.44891275982344e-74	0.101391440225859	0.173	0.1	8.502380210831e-70
PEX16	1.23357548701344e-54	0.0787392707292155	0.17	0.107	4.28285073336195e-50
PEX2	0.000482544976808252	0.00711668771554386	0.219	0.201	1
PEX26	1.68327415115784e-18	0.0528338954513483	0.132	0.1	5.84415952540489e-14
PFDN1	1.15658313619604e-22	0.0394931846025143	0.336	0.276	4.01554099055904e-18
PFN1	2.28621761638967e-08	0.120834738953425	0.897	0.864	0.00079375189423433
PFN2	7.41577559019387e-183	-0.163794107742682	0.107	0.216	2.57468312715941e-178
PGRMC1	2.19346029377536e-83	0.145740219397553	0.513	0.395	7.61547479395867e-79
PGRMC2	1.73127707435455e-148	0.176791774156335	0.309	0.181	6.01082087445157e-144
PHB2	9.23260418789916e-10	0.0305729213970843	0.328	0.291	3.20546784799671e-05
PHKG2	1.91267716879345e-16	0.0313920041153536	0.111	0.082	6.64062386233398e-12
PHLDB2	4.08753886471919e-162	-0.127962061743337	0.064	0.148	1.41915261844185e-157
PI3	0	1.38459338888554	0.251	0.011	0
PIEZO1	2.25958679006071e-10	0.0235205142148766	0.162	0.135	7.84505937641177e-06
PIGC	0.138680543489426	0.000935793064012203	0.172	0.165	1
PIGF	0.0609556058865298	0.00240259988502167	0.161	0.152	1
PIGH	0.234304295768385	-0.010104392518444	0.116	0.12	1
PIGK	1.33768512943096e-18	0.0453504052945951	0.122	0.091	4.64430900087135e-14
PIGP	6.41655218241831e-36	0.0776966991248881	0.26	0.199	2.22776275221381e-31
PIGQ	0.191081323405264	-0.0107163661507818	0.107	0.111	1
PIGR	0	1.05136184207949	0.403	0.168	0
PIGS	5.65435715139493e-15	0.0363543667677249	0.134	0.105	1.96313625939281e-10
PIGT	9.32354029700077e-162	0.18685010437509	0.328	0.191	3.2370399557157e-157
PIGX	0.000872349394655725	-0.0242768044214624	0.138	0.15	1
PIK3IP1	1.43718124234736e-222	0.253281354872454	0.199	0.07	4.9897495553058e-218
PILRB	0.000106798485261619	0.0152021438728997	0.136	0.12	1
PISD	0.624609985635505	-0.0109062052569048	0.1	0.097	1
PKD2	1.80733936963863e-286	-0.180014040345253	0.059	0.173	6.27490155744836e-282
PKHD1	0	-0.563463706702469	0.068	0.38	0
PKM	0	1.19889919987259	0.818	0.486	0
PKN2	6.84944442756268e-178	0.226556490003928	0.336	0.193	2.37805861080549e-173
PLA2G10	0	0.504542746724081	0.275	0.012	0
PLA2G16	0	1.06193590101757	0.596	0.161	0
PLAT	0	1.00792230948243	0.21	0.034	0
PLAU	2.09385881803423e-33	0.118109590290045	0.111	0.07	7.26966843033303e-29
PLAUR	0	0.450229560511702	0.41	0.13	0
PLBD1	0	0.59185117403745	0.392	0.049	0
PLD3	2.60393966115711e-10	0.0395937479436231	0.253	0.221	9.04061810957136e-06
PLGRKT	0.0495726703177558	-0.016290252161125	0.126	0.132	1
PLIN5	0	-0.197674672450673	0.027	0.154	0
PLLP	6.43286616065434e-57	0.125386164958911	0.293	0.217	2.23342680231758e-52
PLOD1	7.44143298761848e-117	0.13112946211019	0.118	0.043	2.58359111897126e-112
PLOD2	8.1887673518241e-06	0.0741187227842217	0.169	0.153	0.284305813687981
PLOD3	0	0.26311792479188	0.265	0.084	0
PLP2	0	0.646030317337004	0.639	0.335	0
PLSCR4	4.33450660803816e-23	-0.0493365600868744	0.075	0.105	1.50489734924477e-18
PLVAP	0	-0.543412085628705	0.089	0.288	0
PLXNA2	2.30676654215166e-195	0.160072573338167	0.144	0.039	8.00886275769634e-191
PLXNA3	2.33266577386964e-121	0.109999762170152	0.11	0.036	8.09878230029802e-117
PLXNB1	9.28706483919837e-178	-0.214675203324251	0.172	0.292	3.22437604152128e-173
PLXNB2	0.000819020722609993	0.00770590620227107	0.366	0.341	1
PMEPA1	3.41183353663701e-42	0.549351417520523	0.581	0.538	1.184554485585e-37
PNKD	2.89685172886006e-138	-0.274527981303521	0.444	0.535	1.00575795174292e-133
PNPLA2	2.0521102102089e-121	0.227394385647695	0.426	0.304	7.12472143882429e-117
PNPLA8	1.08649968258351e-103	0.144656848397024	0.207	0.115	3.7722182479617e-99
PODXL	3.25430816638907e-80	0.166984777934828	0.175	0.099	1.12986325228862e-75
POLR2J3	1.75919543854573e-11	-0.0544267986901791	0.227	0.256	6.10775064308691e-07
POM121C	2.75493160530918e-37	0.0653064281679316	0.133	0.087	9.56484704047295e-33
POMGNT1	5.87920869188256e-11	0.027183969169838	0.115	0.092	2.04120246573471e-06
PON2	1.01476589347943e-190	0.330778973214914	0.424	0.279	3.52316570557124e-186
POR	1.05013316211172e-32	0.0741128263998946	0.309	0.245	3.64595732553568e-28
PPAP2A	0	-0.355672994798675	0.12	0.269	0
PPAP2B	3.06355073704374e-20	-0.118438802409861	0.08	0.106	1.06363418039422e-15
PPAP2C	9.54128105089758e-68	-0.210084567714446	0.423	0.492	3.31263736806113e-63
PPAPDC1B	1.06222161635451e-15	0.0619084649418703	0.305	0.265	3.68792722982121e-11
PPFIA1	2.65988455125380e-151	0.152900603643864	0.187	0.082	9.23485317349805e-147
PPIB	2.61102374579853e-288	0.409376031253987	0.785	0.634	9.06521334303791e-284
PPIC	0.00069191817889452	0.0024676159276511	0.423	0.392	1
PPIL3	2.00065136337057e-22	0.0520542676383426	0.155	0.117	6.94606146848629e-18
PPT1	5.58715376685907e-45	-0.0987895465458579	0.151	0.206	1.9398039163158e-40
PQLC3	2.39934834890743e-07	0.0280152547941381	0.234	0.209	0.00833029753257172
PRCP	3.20169099381084e-192	-0.17310989493412	0.107	0.219	1.11159509614118e-187
PRKAA2	2.30964152479977e-103	-0.104548828428644	0.07	0.138	8.01884440995232e-99
PRKCSH	7.15521801873573e-79	0.122798540684262	0.375	0.271	2.48422014392486e-74
PRNP	9.12251800873551e-185	-0.191025013251176	0.191	0.322	3.16724702745288e-180
PROM1	1.64137140145761e-57	0.152213296741756	0.25	0.18	5.69867736872069e-53
PROM2	5.2023882737346e-106	0.144194473845164	0.165	0.082	1.80621718475791e-101
PRR7	1.6508793166025e-39	0.0590481427273145	0.108	0.065	5.73168789931221e-35
PRRC1	2.96261551451582e-134	0.156422606506483	0.221	0.114	1.02859048048475e-129
PRRC2C	0	0.534468012289129	0.642	0.361	0
PRRG4	7.47871210276473e-60	0.114669844621726	0.236	0.162	2.59653405495889e-55
PRSS21	0	0.249445533309697	0.158	0.009	0
PRSS23	0.000202010281622574	-0.0125958578035197	0.304	0.323	1
PRSS8	5.32213291818159e-198	0.332844014598433	0.474	0.321	1.84779132786347e-193
PSAP	7.76820790057945e-116	-0.169283281504688	0.767	0.81	2.69704410100218e-111
PSCA	0	1.27377698361147	0.25	0.003	0
PSEN1	1.27457300293699e-146	0.147319535694905	0.213	0.102	4.42519000889693e-142
PSENEN	4.73709550768123e-79	0.253779115352553	0.453	0.359	1.64467218931185e-74
PSMD1	1.12407923275143e-278	0.254067733195467	0.282	0.115	3.90269068818971e-274
PSMD2	3.3258040211556e-85	0.134626187410557	0.316	0.215	1.15468589810501e-80
PTBP1	8.25367058654756e-07	-0.00117037374290596	0.362	0.323	0.0286559189094345
PTCH2	0	-0.210071326320478	0.022	0.134	0
PTGFRN	1.95372169161706e-21	0.0394897772836263	0.103	0.072	6.78312634112527e-17
PTGS2	6.60008393251001e-265	0.320260796401445	0.124	0.012	2.29148314052815e-260
PTPLAD1	2.81492017865953e-17	0.0643890627457124	0.285	0.243	9.77312136828802e-13
PTPLB	6.47915149887937e-88	0.121482855321549	0.187	0.106	2.24949660889593e-83
PTPN1	6.03523709385656e-50	0.0858726748709646	0.132	0.079	2.09537396661606e-45
PTPN2	0.105860053936806	0.00191069459630455	0.224	0.213	1
PTPRA	1.73824322330141e-80	0.120396116822063	0.246	0.158	6.03500664698015e-76
PTPRE	6.57549374051509e-224	0.154113284599173	0.113	0.014	2.28294567176944e-219
PTPRF	0	0.3522214005331	0.501	0.306	0
PTPRH	0	0.248625090112138	0.191	0.028	0
PTPRK	0.191356247060963	-0.0261909411025094	0.361	0.359	1
PTPRN2	4.13738228597987e-243	-0.193963654904886	0.109	0.236	1.43645775586935e-238
PTPRR	1.35146554416722e-268	0.188516913442992	0.108	0.003	4.69215322279417e-264
PTPRS	7.14727177498485e-246	-0.14594230155492	0.04	0.131	2.48146128755699e-241
PTPRU	1.35546462305071e-56	0.0735362216511974	0.109	0.058	4.70603762476977e-52
PTRH2	3.02332942943938e-12	0.0272363747706702	0.107	0.083	1.04966974460706e-07
PTTG1IP	0	0.78489925366109	0.643	0.285	0
PVR	5.17455340160842e-37	0.0606198218040022	0.11	0.068	1.79655319550443e-32
PVRL2	3.07077024816919e-38	0.124967230865567	0.369	0.303	1.06614072246186e-33
PVRL4	0	0.319004293716426	0.214	0.036	0
PXMP2	2.0802571503086e-30	-0.066377578529265	0.118	0.16	7.22244480015643e-26
PYCARD	3.8778832713905e-195	0.276536846902532	0.377	0.227	1.34636229299407e-190
QSOX1	2.49532558047204e-80	0.223196059779841	0.588	0.484	8.66352088284087e-76
RAB18	0.906117561324238	-0.029048458833819	0.338	0.327	1
RAB5C	6.04779765944859e-108	0.150573633081904	0.442	0.311	2.09973486938396e-103
RABAC1	2.60122094282265e-54	0.151676589000231	0.726	0.625	9.03117899138595e-50
RABGAP1	0.610620840661935	-0.00476925664887171	0.146	0.143	1
RABGAP1L	5.42447554464077e-222	0.238076217622035	0.279	0.13	1.88332366434383e-217
RALGAPA1	3.00666623281451e-19	0.0526828596553119	0.148	0.114	1.04388444937087e-14
RALGAPA2	7.51489019565378e-10	0.037296226406293	0.171	0.146	2.60909472702904e-05
RALY	2.55573791463613e-136	0.161022964644108	0.435	0.291	8.87326646582519e-132
RAMP1	0	-0.508621131058077	0.33	0.582	0
RAMP2	4.55588169288151e-215	-0.257644684669569	0.044	0.13	1.58175656495153e-210
RARRES3	0	0.602935857629586	0.374	0.131	0
RCE1	1.43020989016103e-40	0.0584012230915335	0.117	0.071	4.96554571765008e-36
RCN1	5.68824930596207e-06	0.0385431222696598	0.274	0.253	0.197490327653697
RDH10	0	0.341204397020668	0.227	0.05	0
RDH14	3.23158211350897e-32	-0.0838116916058575	0.159	0.206	1.12197299398918e-27
REEP3	0	0.55520720009831	0.442	0.141	0
REEP4	1.32821328120402e-136	0.116837418906817	0.112	0.033	4.61142369101222e-132
REEP5	0.193711073885745	-0.0219460497050098	0.598	0.55	1
REEP6	0.00259204038729085	-0.0153795391683572	0.103	0.113	1
RER1	2.91110933404025e-204	0.230003776539323	0.559	0.38	1.01070804968544e-199
RERG	4.51033204176602e-144	-0.123738847058475	0.07	0.151	1.56594218158074e-139
RETSAT	2.38749081470085e-243	0.201479937900348	0.21	0.071	8.28912935955987e-239
RFNG	4.47976452777521e-12	0.0288953847356005	0.107	0.084	1.55532944639828e-07
RGMA	0	-0.220135589881697	0.019	0.158	0
RHBDD2	3.60262548568953e-208	0.222907976973389	0.311	0.16	1.25079554237655e-203
RHBDF1	4.69296751824495e-12	0.0261873082473947	0.14	0.113	1.62935139265946e-07
RHBDF2	7.82539408013262e-48	0.0690352922966032	0.123	0.072	2.71689857068124e-43
RHBDL2	0	0.196078096895311	0.137	0.005	0
RHOT2	1.04833156353616e-09	0.0293347214586447	0.197	0.17	3.63970235544119e-05
RIC3	0	-0.397706945039794	0.077	0.321	0
RMDN3	0.000159187959002136	0.0150307414582948	0.11	0.097	1
RNASE1	9.18181898664034e-28	-0.102466482186973	0.388	0.306	3.18783573397166e-23
RNASE4	2.46999442614096e-120	0.157155189719659	0.197	0.101	8.57557364811881e-116
RNF103	0	0.333608632299505	0.337	0.151	0
RNF128	0	0.359960899103056	0.314	0.108	0
RNF130	1.68540483679452e-261	-0.227769308078078	0.128	0.267	5.85155705286689e-257
RNF13	0.0808407550469403	-0.00973079705105379	0.271	0.256	1
RNF139	5.67457233207034e-06	0.0232016769288783	0.127	0.111	0.19701547679715
RNF145	6.01533384452545e-278	0.296602122441767	0.406	0.217	2.08846375748079e-273
RNF149	4.58764685584097e-187	0.219919732159379	0.342	0.192	1.59278511187943e-182
RNF167	2.18974734205226e-87	-0.149206067519728	0.191	0.276	7.60258379687123e-83
RNF170	0.0602893625717337	0.00648148772764143	0.156	0.148	1
RNF19A	2.84409350736938e-05	0.0539704873469573	0.288	0.265	0.987440824823575
RNF19B	1.25536900332355e-72	0.0767808315980327	0.111	0.051	4.35851564263905e-68
RNF213	0	0.412419848488709	0.427	0.229	0
RNF24	3.42643710361137e-89	0.0944101842314465	0.119	0.052	1.18962469800283e-84
RNF5	1.10964988359337e-74	-0.170092342325736	0.29	0.37	3.85259343084782e-70
ROMO1	1.35607386996914e-25	-0.120166407190684	0.72	0.704	4.70815286914586e-21
RPL17	1.20252189172713e-289	-0.13571579983584	0.737	0.88	4.17503575588741e-285
RPL18	2.91393848510488e-166	0.304070237776477	0.996	0.998	1.01169030264356e-161
RPL19	6.4415425542608e-153	0.414834672885962	0.998	1	2.23643915941381e-148
RPL21	0	-0.484209133902315	0.992	1	0
RPL27A	4.03486030860151e-20	0.0347482840869264	0.995	1	1.40086315054336e-15
RPL28	0	1.0058261588294	0.999	0.999	0
RPL3	0	-0.464498761440964	0.992	1	0
RPL32	2.35472209970628e-131	-0.0516425426468059	0.998	1	8.17535965797022e-127
RPL35	3.79514017898622e-122	-0.0901690960225277	0.997	1	1.31763471874223e-117
RPL35A	3.74561052613737e-31	0.00887933167379407	0.997	1	1.30043851856963e-26
RPL37A	1.87976584146129e-14	0.0197676842691292	0.997	1	6.52635902496944e-10
RPL9	0	-0.230185204029556	0.995	1	0
RPLP2	0.00259722026387474	0.119764265503032	0.997	1	1
RPN1	1.30447154851688e-164	0.217664637043979	0.486	0.332	4.52899476929576e-160
RPN2	1.7503457874008e-233	0.294035238653704	0.505	0.327	6.07702553927684e-229
RPS15A	5.3240818282299e-06	0.141054641439472	0.998	1	0.184846796994314
RPS23	2.17702649187326e-46	-0.0119201374968343	0.997	0.999	7.55841827713478e-42
RRBP1	0	0.547785560983674	0.622	0.416	0
RRNAD1	1.23594946994138e-19	0.0405972612047727	0.117	0.085	4.29109296468947e-15
RSL1D1	3.22152634141215e-132	0.206945952919598	0.457	0.321	1.11848173047488e-127
RTN3	6.49987796709724e-07	-0.00301555237682205	0.526	0.466	0.0225669263139649
RTN4	1.50548234251377e-227	-0.398691149334831	0.744	0.754	5.22688414497356e-223
RTP4	1.8758975288784e-88	0.128220460493277	0.175	0.097	6.51292863051291e-84
RYK	1.56944268803219e-18	0.0516241441565098	0.184	0.147	5.44894806857895e-14
S100A10	3.67308345796894e-184	0.541763691891439	0.974	0.945	1.27525784577224e-179
SAYSD1	1.34224242985718e-62	-0.0848093085248303	0.086	0.141	4.66013149222114e-58
SC5D	1.64039852334182e-71	0.113743340256429	0.147	0.082	5.69529963319047e-67
SCAF11	0.861785513417074	0.00208070711950969	0.379	0.37	1
SCAMP1	9.19467389812169e-71	0.105153906339941	0.217	0.139	3.19229883068887e-66
SCAMP2	4.86452742499173e-275	0.254155964373838	0.316	0.142	1.68891527668288e-270
SCAMP3	1.73354948645251e-31	0.0627367605087967	0.19	0.14	6.01871046201447e-27
SCAMP4	0.0255903465119124	0.00592872985038584	0.181	0.17	1
SCARB2	3.10995569239326e-162	0.214489496804338	0.403	0.259	1.07974551684201e-157
SCCPDH	1.96007116352691e-242	0.361481172110914	0.399	0.236	6.80517107264909e-238
SCD	0	0.551687412292516	0.267	0.011	0
SCD5	0	-0.619786261361801	0.081	0.436	0
SCN9A	6.49304992641206e-112	-0.0949508212611894	0.051	0.114	2.254322003951e-107
SCNN1A	1.20082800763862e-135	0.217294029576469	0.377	0.251	4.16915475972053e-131
SCTR	0	-1.33404016102987	0.167	0.701	0
SDC1	0	0.697186302599075	0.537	0.18	0
SDC2	0	-0.325475481222521	0.059	0.257	0
SDC4	3.02550240795268e-207	0.358108530010749	0.657	0.494	1.05042418101709e-202
SDCBP	0.154921886468173	-0.0314902508309076	0.603	0.549	1
SDF2L1	3.67819636859022e-138	0.233243912800272	0.314	0.195	1.27703299721084e-133
SDF4	4.53537956087106e-140	0.179459110721846	0.44	0.298	1.57463842973882e-135
SDHC	7.61833060250775e-13	-0.118600423977956	0.425	0.433	2.64500820188467e-08
SDHD	3.10366114033911e-05	-0.0778405874537703	0.376	0.379	1
SDR16C5	0	0.658107092352936	0.314	0.002	0
SEC11A	2.38673524611988e-94	-0.230195325889386	0.59	0.625	8.28650610100361e-90
SEC11C	8.68895024563371e-196	-0.255066096020634	0.359	0.5	3.01671663578157e-191
SEC22A	9.04263223200451e-79	-0.0885026541983936	0.069	0.127	3.13951148462965e-74
SEC22C	1.81400047611985e-21	-0.0431096792182146	0.075	0.103	6.29802825304052e-17
SEC61A1	5.7704493141934e-288	0.28766306252442	0.392	0.201	2.00344229739481e-283
SEC61B	2.05408292054823e-69	-0.166127329156161	0.781	0.783	7.13157049185141e-65
SEC61G	2.90447849564535e-107	0.309340174271204	0.85	0.785	1.00840588890311e-102
SEC62	5.03157682616146e-15	-0.0882316208152816	0.784	0.734	1.746913158275e-10
SEC63	5.79910696871846e-08	-0.0494395987101203	0.261	0.284	0.00201339194846936
SEL1L	5.65051915255401e-34	0.0875558099529461	0.252	0.194	1.96180374457523e-29
SEL1L3	3.69057052025906e-39	0.0845403360306923	0.313	0.245	1.28132917892874e-34
SELK	4.43668521747897e-44	0.225740536775614	0.489	0.427	1.54037274065652e-39
SELT	2.25788873543463e-07	0.023405657519322	0.398	0.364	0.00783916390055548
SEMA3C	0	0.324190928962385	0.183	0.007	0
SEMA4B	0	0.263924584151912	0.232	0.064	0
SEMA6A	6.42935914672332e-290	-0.226815392612278	0.1	0.237	2.23220920215087e-285
SEPP1	0	-0.592563364973278	0.319	0.592	0
SERAC1	4.2029354022399e-236	-0.15787742409162	0.058	0.159	1.45921714230367e-231
SERINC1	0.0317688227710219	0.0129952677350352	0.351	0.333	1
SERINC2	0	0.89869843633584	0.638	0.233	0
SERINC3	1.8660323490697e-222	0.237393628582401	0.45	0.272	6.47867771273509e-218
SERINC5	1.67298759571589e-39	0.0793817460157962	0.112	0.069	5.808445633566e-35
SERP1	9.11087408598792e-149	0.28019532243085	0.821	0.691	3.16320437391415e-144
SERPINA1	2.20600113369941e-22	0.671237344349044	0.543	0.651	7.65901533609097e-18
SERPING1	0	-0.973904081194887	0.25	0.773	0
SERPINH1	1.37914105940002e-128	0.217699049071442	0.232	0.125	4.78823984413093e-124
SEZ6L2	0	0.426921362320152	0.39	0.128	0
SF3B1	2.80018742220468e-105	0.180488572697042	0.504	0.373	9.72197071115243e-101
SFT2D1	1.05734459559231e-28	-0.136748051835725	0.427	0.457	3.67099470143694e-24
SFT2D2	1.41550593785433e-38	0.0769959045151004	0.193	0.138	4.91449506563643e-34
SFXN1	2.7003087366e-125	0.142988340358241	0.179	0.085	9.37520190260154e-121
SFXN3	8.44651346216594e-99	0.117055869276426	0.172	0.088	2.93254500892939e-94
SFXN4	3.66951158496196e-17	-0.0411120218461273	0.092	0.12	1.27401772718294e-12
SGCB	0.244544255652814	-5.32035667386022e-06	0.162	0.156	1
SGCE	0	-0.417862435520571	0.069	0.322	0
SGMS1	1.26254742785193e-40	-0.0663095248082315	0.079	0.121	4.3834384147591e-36
SGMS2	2.56554005402204e-69	0.0737532826971178	0.248	0.159	8.90729851355911e-65
SGPL1	0.22152261096582	0.000845881493503842	0.172	0.166	1
SGPP1	2.85795717695716e-21	-0.0482482116418948	0.074	0.102	9.92254152267755e-17
SGPP2	0	0.272418225698067	0.195	0.022	0
SGSM3	1.29733365208474e-102	0.148543104098411	0.235	0.139	4.50421270667301e-98
SHISA5	0	0.301425092103064	0.355	0.141	0
SIGIRR	3.35157716540469e-40	0.0849756967612028	0.323	0.252	1.16363407605686e-35
SIGMAR1	2.19250805573478e-38	0.0627041987765127	0.114	0.071	7.6121687187056e-34
SIK1	5.76501896900095e-159	0.206447915935527	0.196	0.087	2.00155693584744e-154
SIL1	7.70002505604647e-06	0.0230055082366402	0.204	0.183	0.267337169920877
SIRPA	1.6174938577394e-53	-0.0723886554202823	0.058	0.1	5.61577692468542e-49
SLC10A3	1.87487305502285e-28	0.0508224005320944	0.126	0.086	6.50937175973382e-24
SLC11A2	0.946794892640941	-0.000123479286890771	0.12	0.119	1
SLC12A2	0	0.637803588228476	0.387	0.116	0
SLC12A7	1.79407042264199e-124	0.151728859950482	0.234	0.127	6.22883310037072e-120
SLC12A9	4.20076333158484e-56	0.0727770747339325	0.111	0.059	1.45846302109294e-51
SLC15A4	0.99131920244373	-0.00533030271165366	0.102	0.102	1
SLC16A1	6.47990374816627e-307	0.204608270253895	0.13	0.008	2.24975778232585e-302
SLC16A3	0	0.649177896985034	0.373	0.028	0
SLC16A4	1.02784688211096e-198	0.143675150922339	0.103	0.014	3.56858159000106e-194
SLC16A7	2.2657808475084e-223	-0.15809522884163	0.071	0.177	7.86656452446441e-219
SLC17A4	0	-0.403836377150821	0.033	0.263	0
SLC17A5	3.51013770101527e-148	0.143736308656987	0.156	0.06	1.21868470841549e-143
SLC1A1	1.76749125802723e-171	0.138990222332371	0.128	0.035	6.13655289874476e-167
SLC1A5	0	0.266226352294965	0.22	0.06	0
SLC20A1	0	0.447160964217498	0.285	0.079	0
SLC20A2	1.18335633415049e-54	0.113162989051495	0.195	0.13	4.1084948565371e-50
SLC22A18	0	0.364058926898791	0.316	0.082	0
SLC25A26	1.66020950052893e-06	0.0217904918635635	0.131	0.113	0.0576408136488641
SLC25A3	8.28674066223809e-196	-0.297828634567845	0.737	0.758	2.87707349052244e-191
SLC25A36	1.31737327003528e-51	0.114031190875208	0.229	0.162	4.5737882562355e-47
SLC25A39	4.72420160409229e-222	0.249946145157727	0.401	0.234	1.6401955549248e-217
SLC25A4	1.7446017516688e-109	-0.161913012898375	0.18	0.275	6.05708282161892e-105
SLC25A46	2.77316496195867e-43	0.0663696240210074	0.124	0.076	9.6281514314243e-39
SLC25A5	2.69259750966661e-130	0.258384733707223	0.711	0.585	9.34842929381152e-126
SLC25A6	0	-0.402231496316333	0.812	0.891	0
SLC27A1	2.59301192785988e-16	-0.0430567043998643	0.084	0.11	9.00267811233672e-12
SLC28A3	3.84945278396648e-122	-0.121221056915129	0.078	0.155	1.33649151206532e-117
SLC29A1	5.35681151202906e-85	0.126793286578366	0.149	0.077	1.85983138886137e-80
SLC2A10	8.76700664957915e-09	0.0274848126256039	0.115	0.095	0.000304381703866739
SLC2A1	0	0.786612082389625	0.377	0.054	0
SLC30A1	0.00414774311767689	-0.00540881868533219	0.134	0.122	1
SLC30A5	7.17386276247407e-20	0.0478117490725309	0.167	0.13	2.49069341250337e-15
SLC30A7	1.15429030193261e-89	0.115714242719569	0.174	0.094	4.00758049927983e-85
SLC30A9	4.55899532975877e-10	0.0304627280855597	0.16	0.135	1.58283758853895e-05
SLC33A1	1.51922323047751e-44	0.0796017555500527	0.142	0.09	5.27459113389488e-40
SLC35A1	2.28775746439948e-34	0.0625957900641566	0.15	0.103	7.94286514064856e-30
SLC35A2	1.96872521382101e-108	0.112611148972037	0.15	0.068	6.83521706986516e-104
SLC35A3	6.57499625349989e-155	0.17667511883114	0.247	0.128	2.28277294925263e-150
SLC35A4	0.047018916773482	0.00123496931525502	0.122	0.114	1
SLC35B1	1.01328932071463e-129	0.159187261582103	0.238	0.129	3.51803919258911e-125
SLC35B2	4.73706129236656e-12	0.0617407256864698	0.2	0.171	1.64466031009674e-07
SLC35B3	0.000230843547833946	-0.0205113104771004	0.098	0.11	1
SLC35C1	1.01319568322844e-222	0.16332706846695	0.145	0.033	3.51771409260082e-218
SLC35C2	9.02397049094317e-28	0.0502552218361381	0.153	0.11	3.13303231475056e-23
SLC35D2	2.02207174664026e-177	0.158807627748934	0.179	0.067	7.02043089716032e-173
SLC35E1	2.82445192697306e-222	0.214175634410473	0.227	0.09	9.80621464525778e-218
SLC35E2B	3.7739491478526e-08	0.0273732973779156	0.135	0.114	0.00131027740464294
SLC35F5	7.30453876549151e-87	0.129100282047422	0.223	0.136	2.536062813991e-82
SLC35F6	2.43271192174901e-49	0.0721971672345178	0.126	0.074	8.44613252112038e-45
SLC37A1	4.75163614560354e-173	0.144895277882787	0.146	0.046	1.64972055339209e-168
SLC37A3	1.92274195996958e-34	0.0582058637886792	0.123	0.081	6.67556781081839e-30
SLC37A4	0	-0.56277405473662	0.165	0.436	0
SLC38A10	0.00381879546262402	-0.0319841113949978	0.184	0.194	1
SLC38A1	4.78905633295626e-218	0.249211212247171	0.281	0.134	1.66271246823909e-213
SLC38A2	4.72476508585485e-63	0.169531696927171	0.347	0.26	1.64039119015795e-58
SLC39A10	8.36823454249504e-142	0.175931315929287	0.185	0.084	2.90536735080885e-137
SLC39A1	7.56444178052892e-87	0.13135420921562	0.362	0.255	2.62629854178183e-82
SLC39A11	4.51386823054382e-269	0.191604723649087	0.154	0.028	1.56716991096251e-264
SLC39A14	2.7180190756018e-152	0.180707468872431	0.251	0.13	9.43669042858189e-148
SLC39A3	0.506874723431298	-0.010247752889582	0.137	0.139	1
SLC39A4	0	0.464498787309834	0.434	0.159	0
SLC39A6	1.72843546630025e-39	-0.0947383019075712	0.16	0.213	6.00095509544783e-35
SLC39A7	5.70534623061925e-29	0.0630471894600631	0.254	0.199	1.9808391578087e-24
SLC39A9	7.17179046520755e-44	0.0766279553410047	0.16	0.106	2.48997393161541e-39
SLC3A1	0	-1.36661411079305	0.179	0.639	0
SLC3A2	1.45222933116541e-39	0.222732554764578	0.376	0.306	5.04199501487317e-35
SLC40A1	0	0.742259350726624	0.491	0.214	0
SLC41A2	6.40696468942667e-38	0.0669898214150534	0.138	0.091	2.22443407052205e-33
SLC41A3	6.12732262517476e-27	-0.0690198030632005	0.141	0.182	2.12734514223443e-22
SLC43A3	2.058161111289e-43	-0.0677281109721129	0.066	0.106	7.14572956228428e-39
SLC44A1	0	0.35136589248047	0.386	0.173	0
SLC44A2	4.28498922241201e-10	0.0338880747186286	0.242	0.211	1.48770540812923e-05
SLC44A3	0	-0.409738033782661	0.157	0.376	0
SLC44A4	0	0.871596063276096	0.549	0.108	0
SLC45A4	1.12414180545625e-05	0.0217871251354351	0.121	0.105	0.390290793436354
SLC4A2	1.69438482600949e-10	0.0267238305831755	0.164	0.137	5.88273467742233e-06
SLC4A4	0	-2.69902085603557	0.21	0.793	0
SLC50A1	0	0.377808442770297	0.333	0.092	0
SLC52A2	0	0.259185560436972	0.268	0.091	0
SLC5A1	7.39652711337309e-173	0.137772540977066	0.112	0.024	2.568000248492e-168
SLC6A14	0	0.386489091604965	0.166	0.007	0
SLC6A20	1.37457779206853e-269	0.242058541686112	0.209	0.064	4.77239663628272e-265
SLC6A6	8.7522530821384e-140	0.117021677488262	0.116	0.034	3.03869474758763e-135
SLC6A8	0	0.55531006731923	0.275	0.03	0
SLC7A1	1.19646813460376e-119	0.124435647813669	0.168	0.077	4.15401771653079e-115
SLC7A11	2.24981070851405e-297	0.23933085074157	0.131	0.01	7.81111779888994e-293
SLC7A7	1.45345294303253e-62	0.0834271494651899	0.124	0.067	5.04624327291465e-58
SLC9A1	9.96516646569529e-205	0.175397125484685	0.163	0.049	3.45980614522475e-200
SLC9A3R1	0.0214969498491275	-0.020324238059273	0.381	0.39	1
SLC9B2	1.3020976066671e-278	0.176057213431409	0.127	0.011	4.5207526805875e-274
SLCO3A1	2.05845827131401e-130	0.140624578423219	0.161	0.069	7.1467612721751e-126
